date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2011-01-01,2.7,1.0,4.0,0.0,110.0,277.0,22.7,51.8,1013.4,252
2011-01-02,0.9,-0.8,2.8,0.0,80.0,284.0,12.2,26.3,1017.2,162
2011-01-03,-0.8,-2.8,0.9,0.0,70.0,257.0,9.0,20.9,1020.1,84
2011-01-04,0.8,-1.1,1.5,0.0,60.0,220.0,18.7,40.0,1016.0,0
2011-01-05,-2.3,-4.5,-0.6,0.6,50.0,175.0,19.1,37.4,1010.1,252
2011-01-06,1.6,-3.1,3.4,10.0,40.0,170.0,15.1,35.6,996.5,0
2011-01-07,2.2,1.5,3.3,2.7,0.0,174.0,11.5,31.7,1006.4,0
2011-01-08,7.8,3.3,11.4,2.2,0.0,174.0,17.6,55.1,1002.3,84
2011-01-09,4.1,2.3,7.1,0.0,0.0,248.0,13.3,36.0,1008.1,36
2011-01-10,1.6,-0.8,3.5,0.0,0.0,208.0,13.7,25.9,1019.7,12
2011-01-11,0.3,-2.3,3.6,0.7,0.0,155.0,17.6,40.3,1008.8,162
2011-01-12,3.4,2.8,4.0,1.1,0.0,233.0,15.8,37.8,1010.2,0
2011-01-13,5.5,3.7,8.8,9.3,0.0,218.0,9.7,35.3,1007.2,0
2011-01-14,9.6,8.6,10.5,16.5,0.0,244.0,14.4,35.6,1007.0,0
2011-01-15,8.1,7.0,9.5,2.3,0.0,236.0,19.1,45.4,1015.8,0
2011-01-16,9.3,7.6,11.0,0.0,0.0,222.0,21.2,42.1,1019.9,78
2011-01-17,8.3,7.4,9.1,1.3,0.0,208.0,15.5,38.2,1020.4,0
2011-01-18,5.1,3.3,8.6,0.2,0.0,265.0,12.2,41.0,1021.9,0
2011-01-19,3.2,1.0,4.9,0.1,0.0,289.0,10.4,24.8,1025.6,30
2011-01-20,0.0,-2.0,1.2,0.0,0.0,348.0,10.4,28.4,1030.4,12
2011-01-21,-0.5,-2.4,1.0,0.7,0.0,258.0,7.9,19.1,1033.7,0
2011-01-22,1.1,-0.1,2.5,0.0,0.0,262.0,8.3,22.0,1030.1,0
2011-01-23,1.6,-0.5,2.8,0.0,0.0,299.0,8.6,25.9,1025.0,0
2011-01-24,2.5,-0.2,5.2,4.8,0.0,273.0,13.3,31.0,1020.4,0
2011-01-25,3.4,1.0,4.8,1.4,0.0,284.0,16.2,47.2,1005.2,18
2011-01-26,0.6,-2.8,1.7,0.0,0.0,21.0,12.6,28.1,1011.6,0
2011-01-27,-2.6,-6.0,-0.3,0.0,0.0,42.0,9.7,25.6,1024.1,288
2011-01-28,-3.6,-7.3,0.5,0.0,0.0,74.0,7.2,22.3,1028.6,492
2011-01-29,-4.8,-7.9,-2.5,0.0,0.0,22.0,4.7,14.0,1023.8,12
2011-01-30,-1.8,-3.5,-1.1,0.0,0.0,140.0,5.4,19.1,1023.5,0
2011-01-31,-1.7,-2.3,-1.2,0.0,0.0,230.0,9.0,21.2,1025.3,0
2011-02-01,-2.2,-3.4,-0.1,0.0,0.0,226.0,17.3,36.0,1023.8,0
2011-02-02,1.8,-0.1,2.9,0.5,0.0,234.0,19.8,45.7,1023.4,0
2011-02-03,4.4,1.6,7.4,3.1,0.0,240.0,21.6,42.8,1019.4,306
2011-02-04,7.3,3.2,10.7,19.0,0.0,229.0,34.6,68.4,1009.7,0
2011-02-05,8.9,6.2,10.9,30.4,0.0,260.0,27.0,72.0,1009.9,0
2011-02-06,8.5,6.6,10.1,12.2,0.0,257.0,18.7,65.2,1015.1,0
2011-02-07,8.6,7.1,10.7,0.0,0.0,231.0,27.7,81.4,1012.6,6
2011-02-08,5.8,3.9,7.4,0.0,0.0,274.0,24.5,62.3,1018.1,126
2011-02-09,4.0,2.1,6.0,0.0,0.0,242.0,10.8,30.2,1023.5,324
2011-02-10,5.1,1.3,7.7,2.5,0.0,195.0,16.6,35.3,1014.3,0
2011-02-11,4.1,0.5,7.2,0.2,0.0,300.0,17.3,47.2,1010.5,54
2011-02-12,-0.3,-2.4,1.6,0.3,0.0,98.0,20.9,49.7,1020.1,204
2011-02-13,-0.2,-1.0,1.0,0.0,10.0,123.0,19.4,45.7,1013.9,0
2011-02-14,0.5,-0.1,1.3,0.4,10.0,115.0,26.3,56.2,1012.1,0
2011-02-15,-1.1,-1.9,0.1,2.0,0.0,116.0,22.7,51.5,1004.7,0
2011-02-16,0.6,-1.1,2.6,0.0,50.0,118.0,15.8,36.4,1003.5,48
2011-02-17,-0.8,-3.3,1.8,0.0,0.0,69.0,14.8,31.3,1010.2,288
2011-02-18,-0.5,-1.2,0.6,0.0,0.0,66.0,17.3,32.8,1018.5,0
2011-02-19,-1.1,-2.2,-0.4,0.0,0.0,90.0,19.1,40.0,1023.0,0
2011-02-20,-3.0,-5.6,-1.1,0.0,0.0,93.0,20.2,40.3,1024.9,354
2011-02-21,-4.8,-7.5,-1.6,0.0,0.0,96.0,14.8,34.6,1024.7,276
2011-02-22,-6.0,-9.0,-2.3,0.0,0.0,97.0,13.0,34.9,1024.7,570
2011-02-23,-4.9,-7.9,-1.2,0.0,0.0,136.0,19.8,41.0,1027.0,354
2011-02-24,-1.3,-4.5,3.0,0.0,0.0,132.0,18.0,34.9,1026.8,120
2011-02-25,0.5,-3.5,5.3,0.0,0.0,140.0,21.2,49.0,1029.8,282
2011-02-26,2.6,-1.5,7.9,0.0,0.0,140.0,21.6,40.3,1018.1,282
2011-02-27,0.5,-3.3,2.8,0.0,0.0,107.0,15.5,35.3,1013.2,156
2011-02-28,1.4,0.1,2.7,0.0,0.0,54.0,11.9,27.4,1027.3,0
2011-03-01,0.0,-1.9,1.8,0.0,0.0,46.0,11.5,37.1,1038.0,0
2011-03-02,-1.0,-2.9,0.2,0.0,0.0,68.0,14.0,30.6,1040.1,0
2011-03-03,-1.5,-3.9,4.4,0.0,0.0,50.0,9.4,25.2,1036.6,360
2011-03-04,-2.6,-5.2,0.5,0.0,0.0,316.0,7.6,20.9,1033.2,252
2011-03-05,3.1,-1.6,8.4,0.0,0.0,292.0,16.6,38.5,1025.4,390
2011-03-06,-0.1,-5.5,6.0,0.0,0.0,353.0,7.9,27.4,1031.0,630
2011-03-07,0.5,-6.2,6.6,0.0,0.0,135.0,10.4,31.3,1036.3,642
2011-03-08,2.9,-3.6,10.1,0.0,0.0,163.0,13.0,31.3,1024.3,642
2011-03-09,4.4,-0.2,7.8,1.9,0.0,226.0,18.7,73.8,1011.6,96
2011-03-10,5.7,1.7,8.0,6.7,0.0,222.0,27.4,65.2,1007.1,0
2011-03-11,5.4,0.6,9.3,0.0,0.0,258.0,19.1,57.2,1011.5,444
2011-03-12,6.8,-0.5,12.8,0.0,0.0,162.0,12.6,30.2,1010.0,396
2011-03-13,10.3,6.1,14.8,1.0,0.0,158.0,8.6,27.7,1005.9,150
2011-03-14,9.6,7.1,11.2,1.7,0.0,58.0,6.1,24.1,1015.4,0
2011-03-15,4.4,0.2,7.3,0.0,0.0,64.0,17.6,40.3,1023.2,18
2011-03-16,2.4,-0.8,4.7,0.0,0.0,60.0,20.5,42.1,1019.2,102
2011-03-17,2.7,1.6,3.7,0.0,0.0,41.0,14.0,32.0,1011.5,0
2011-03-18,3.8,1.3,7.0,0.2,0.0,293.0,14.8,37.1,1019.0,0
2011-03-19,3.5,-1.6,9.6,0.0,0.0,298.0,12.2,37.1,1031.5,300
2011-03-20,4.8,-0.4,10.2,0.0,0.0,271.0,7.6,25.9,1034.0,426
2011-03-21,6.9,-0.8,12.3,0.0,0.0,236.0,9.7,29.2,1034.3,420
2011-03-22,9.0,3.4,15.3,0.0,0.0,271.0,14.0,41.8,1035.5,600
2011-03-23,6.5,2.3,11.7,0.0,0.0,298.0,12.2,33.1,1038.9,612
2011-03-24,8.6,4.3,14.6,0.0,0.0,275.0,15.8,41.8,1032.9,528
2011-03-25,7.2,4.2,9.9,0.1,0.0,278.0,15.1,40.7,1018.7,6
2011-03-26,3.5,-1.5,8.0,0.0,0.0,340.0,10.1,39.6,1016.8,570
2011-03-27,3.1,-2.5,9.8,0.0,0.0,188.0,8.3,25.6,1016.0,702
2011-03-28,3.5,-2.4,9.0,0.0,0.0,272.0,14.4,42.8,1014.0,288
2011-03-29,4.4,-2.5,11.3,0.0,0.0,266.0,7.9,30.6,1015.6,522
2011-03-30,8.1,-1.5,16.2,0.4,0.0,136.0,5.8,19.8,1014.4,336
2011-03-31,11.1,8.6,13.2,2.7,0.0,206.0,16.9,42.5,1011.6,12
2011-04-01,11.9,8.9,15.6,0.1,0.0,251.0,18.0,40.7,1017.7,276
2011-04-02,16.0,9.1,22.3,0.0,0.0,176.0,14.0,36.0,1016.3,582
2011-04-03,11.7,8.0,14.7,2.5,0.0,255.0,9.0,23.0,1012.1,6
2011-04-04,9.0,3.7,13.4,0.9,0.0,278.0,10.4,39.6,1017.5,264
2011-04-05,9.2,4.5,12.0,0.1,0.0,227.0,21.6,53.6,1021.3,12
2011-04-06,12.2,9.6,14.8,0.3,0.0,239.0,18.4,42.8,1022.4,0
2011-04-07,11.0,5.7,15.0,0.0,0.0,272.0,24.1,60.8,1020.0,390
2011-04-08,8.8,5.8,14.3,0.0,0.0,280.0,28.8,73.1,1019.4,186
2011-04-09,8.7,2.3,14.5,0.0,0.0,300.0,14.8,37.4,1022.8,654
2011-04-10,8.7,0.0,18.2,0.0,0.0,302.0,4.7,19.8,1025.2,582
2011-04-11,12.2,3.6,20.5,4.1,0.0,293.0,7.9,31.3,1018.2,636
2011-04-12,8.1,6.4,10.0,0.9,0.0,284.0,30.2,70.9,1014.3,168
2011-04-13,7.9,3.8,11.6,0.0,0.0,301.0,29.9,62.3,1015.9,288
2011-04-14,6.9,-1.0,12.9,0.0,0.0,315.0,9.4,32.4,1019.5,570
2011-04-15,8.3,-0.4,15.3,0.0,0.0,343.0,4.3,16.6,1022.2,498
2011-04-16,9.9,0.9,16.6,0.0,0.0,300.0,6.5,28.1,1022.7,210
2011-04-17,11.6,4.9,16.8,0.0,0.0,287.0,10.8,32.8,1025.2,564
2011-04-18,11.3,2.2,18.8,0.0,0.0,328.0,6.1,24.1,1023.4,768
2011-04-19,14.4,6.0,21.1,0.0,0.0,115.0,10.8,36.0,1019.1,756
2011-04-20,15.5,7.6,22.7,0.0,0.0,101.0,8.3,24.8,1017.9,726
2011-04-21,15.6,7.2,22.9,0.0,0.0,75.0,10.1,32.8,1017.8,780
2011-04-22,15.6,6.8,23.5,0.0,0.0,68.0,11.5,38.2,1015.5,786
2011-04-23,16.5,9.7,23.4,0.0,0.0,74.0,16.2,45.0,1016.0,690
2011-04-24,14.8,7.3,22.4,0.0,0.0,75.0,13.3,42.8,1020.4,792
2011-04-25,13.6,5.3,21.4,0.0,0.0,54.0,11.9,35.6,1023.4,804
2011-04-26,14.3,4.2,21.8,0.0,0.0,13.0,11.5,34.9,1021.4,786
2011-04-27,14.1,8.9,21.0,0.0,0.0,40.0,11.9,29.5,1019.2,396
2011-04-28,11.7,7.0,17.8,0.0,0.0,50.0,16.9,38.5,1018.1,312
2011-04-29,12.2,8.1,18.1,0.0,0.0,56.0,21.2,47.9,1018.5,732
2011-04-30,11.1,5.7,16.4,0.0,0.0,60.0,20.5,48.2,1017.9,840
2011-05-01,9.2,4.1,14.2,0.0,0.0,52.0,18.0,46.1,1017.4,834
2011-05-02,6.4,0.1,11.3,0.0,0.0,52.0,20.2,51.1,1017.2,588
2011-05-03,6.3,-2.6,12.4,1.1,0.0,353.0,10.1,33.1,1017.4,468
2011-05-04,7.3,0.8,12.6,0.0,0.0,345.0,8.6,32.8,1020.6,474
2011-05-05,8.9,-1.2,16.9,0.0,0.0,279.0,5.4,28.8,1024.6,792
2011-05-06,14.8,5.0,22.4,0.0,0.0,138.0,9.4,29.5,1022.4,780
2011-05-07,18.1,10.4,25.7,0.0,0.0,111.0,18.0,44.6,1022.9,816
2011-05-08,17.6,10.7,24.6,0.0,0.0,104.0,21.2,45.4,1025.0,870
2011-05-09,19.7,13.0,26.5,0.0,0.0,128.0,20.9,46.8,1025.8,816
2011-05-10,18.8,10.7,25.9,0.5,0.0,131.0,8.6,27.7,1024.7,588
2011-05-11,15.3,8.8,21.0,1.5,0.0,302.0,9.7,39.6,1020.6,510
2011-05-12,13.5,8.8,20.2,0.6,0.0,297.0,10.1,52.6,1016.4,270
2011-05-13,12.0,6.6,17.3,0.2,0.0,273.0,13.3,41.8,1019.3,480
2011-05-14,11.2,7.0,17.1,3.1,0.0,256.0,13.0,37.8,1014.3,186
2011-05-15,10.7,7.3,14.7,0.8,0.0,265.0,19.4,54.7,1017.3,378
2011-05-16,10.8,7.5,13.6,9.0,0.0,244.0,18.4,45.4,1016.9,0
2011-05-17,13.1,11.6,15.8,2.3,0.0,257.0,17.6,43.2,1016.2,84
2011-05-18,15.7,10.9,19.7,0.0,0.0,218.0,14.8,39.2,1016.1,78
2011-05-19,14.1,11.5,15.8,0.0,0.0,278.0,10.8,28.1,1017.2,168
2011-05-20,13.6,8.4,19.3,0.1,0.0,21.0,5.8,24.5,1019.0,258
2011-05-21,16.3,6.7,23.0,0.0,0.0,99.0,6.5,27.7,1020.9,396
2011-05-22,17.1,9.7,24.5,1.8,0.0,186.0,16.6,46.8,1015.6,426
2011-05-23,16.0,8.6,21.1,0.0,0.0,223.0,17.3,47.2,1021.0,804
2011-05-24,13.0,8.7,16.8,2.6,0.0,252.0,20.5,72.0,1020.4,378
2011-05-25,13.0,7.1,18.0,0.0,0.0,272.0,15.5,45.4,1025.1,684
2011-05-26,16.5,9.0,26.0,0.2,0.0,145.0,18.4,61.2,1010.2,540
2011-05-27,13.0,7.8,17.0,0.2,0.0,240.0,24.5,57.2,1009.9,180
2011-05-28,12.7,7.8,17.4,2.7,0.0,233.0,16.9,41.4,1013.8,276
2011-05-29,14.6,11.5,18.2,0.2,0.0,222.0,17.6,43.2,1011.9,6
2011-05-30,21.3,12.3,28.3,0.0,0.0,179.0,11.5,38.2,1012.9,810
2011-05-31,15.9,9.4,21.0,4.1,0.0,291.0,16.6,34.2,1013.1,306
2011-06-01,13.2,6.1,19.4,0.0,0.0,322.0,13.7,39.2,1028.0,912
2011-06-02,14.9,4.2,22.4,0.0,0.0,310.0,8.6,29.5,1033.3,864
2011-06-03,18.9,10.7,25.9,0.0,0.0,17.0,9.7,29.2,1031.4,912
2011-06-04,19.3,11.5,25.9,0.0,0.0,51.0,10.1,32.4,1022.1,936
2011-06-05,21.7,12.3,28.7,0.0,0.0,50.0,14.0,36.4,1010.1,744
2011-06-06,21.9,16.8,29.1,11.2,0.0,200.0,11.9,58.3,1002.8,414
2011-06-07,16.9,11.6,22.3,0.0,0.0,288.0,10.1,36.7,1004.9,120
2011-06-08,15.1,10.6,20.8,12.7,0.0,339.0,14.0,47.9,1004.1,36
2011-06-09,14.5,10.0,19.4,0.0,0.0,274.0,14.4,42.1,1012.2,498
2011-06-10,14.7,7.6,20.1,0.0,0.0,301.0,8.3,30.6,1016.0,606
2011-06-11,14.9,8.5,19.3,0.1,0.0,235.0,10.8,33.8,1015.8,288
2011-06-12,14.2,7.1,20.3,0.0,0.0,294.0,5.8,26.3,1018.8,390
2011-06-13,18.6,12.4,24.0,0.3,0.0,185.0,14.0,45.0,1014.6,498
2011-06-14,16.8,9.0,20.4,0.0,0.0,282.0,14.0,41.4,1016.9,522
2011-06-15,16.3,7.1,22.7,2.7,0.0,267.0,7.2,28.4,1016.8,498
2011-06-16,18.1,14.2,24.0,12.3,0.0,208.0,9.0,51.8,1010.7,252
2011-06-17,15.4,13.3,19.0,3.2,0.0,259.0,16.2,48.6,1010.7,180
2011-06-18,15.0,11.2,20.5,1.7,0.0,179.0,17.6,55.4,1001.9,216
2011-06-19,13.0,11.4,15.8,8.3,0.0,225.0,25.2,59.0,1002.5,12
2011-06-20,14.1,10.3,17.6,0.6,0.0,264.0,15.1,50.8,1011.3,402
2011-06-21,15.6,9.3,20.0,0.7,0.0,225.0,9.4,39.6,1011.4,240
2011-06-22,16.5,11.7,22.4,10.6,0.0,240.0,12.2,69.5,1010.0,264
2011-06-23,14.2,11.2,19.3,1.2,0.0,239.0,17.3,56.9,1012.1,258
2011-06-24,13.8,9.7,17.9,0.3,0.0,266.0,16.2,47.9,1017.4,468
2011-06-25,13.6,9.4,19.2,2.4,0.0,247.0,12.6,45.7,1021.1,264
2011-06-26,17.6,12.9,22.4,0.1,0.0,272.0,12.2,37.1,1021.8,570
2011-06-27,21.6,13.3,27.4,0.0,0.0,120.0,11.9,37.8,1022.0,936
2011-06-28,23.4,17.1,29.2,0.0,0.0,117.0,18.0,37.1,1018.7,930
2011-06-29,20.8,14.8,27.4,8.5,0.0,170.0,15.1,40.7,1015.4,402
2011-06-30,14.7,10.9,17.7,0.0,0.0,295.0,19.1,51.8,1018.4,174
2011-07-01,14.3,9.9,18.5,0.0,0.0,276.0,19.1,49.3,1018.6,726
2011-07-02,13.5,12.7,14.1,26.1,0.0,292.0,23.8,52.2,1011.3,0
2011-07-03,14.9,13.3,16.4,0.1,0.0,297.0,20.9,45.0,1010.0,0
2011-07-04,15.4,14.2,18.1,0.0,0.0,294.0,15.5,32.8,1014.8,0
2011-07-05,16.8,13.9,20.7,0.0,0.0,298.0,6.1,14.8,1015.1,150
2011-07-06,19.6,13.5,26.6,4.0,0.0,94.0,14.4,43.9,1009.0,660
2011-07-07,18.7,11.9,24.5,0.4,0.0,88.0,7.6,27.0,1010.2,594
2011-07-08,18.6,13.8,23.5,0.3,0.0,281.0,10.4,37.8,1009.7,276
2011-07-09,18.5,11.6,26.1,3.6,0.0,136.0,11.5,42.8,1014.4,426
2011-07-10,18.6,11.7,24.0,0.0,0.0,207.0,8.3,26.6,1018.3,528
2011-07-11,18.7,12.2,23.6,0.0,0.0,305.0,10.4,31.0,1019.1,786
2011-07-12,17.7,10.0,23.4,1.1,0.0,27.0,9.4,28.1,1017.5,552
2011-07-13,18.9,16.0,24.0,24.2,0.0,56.0,14.4,32.8,1008.4,48
2011-07-14,16.1,13.4,18.0,4.3,0.0,188.0,24.1,55.8,1007.0,12
2011-07-15,14.5,9.5,17.0,2.4,0.0,238.0,18.7,47.2,1010.6,90
2011-07-16,19.1,9.9,25.3,0.6,0.0,180.0,16.2,42.1,1008.4,606
2011-07-17,17.7,14.7,20.5,0.8,0.0,173.0,16.9,41.4,998.3,108
2011-07-18,17.2,13.2,20.5,0.8,0.0,196.0,19.1,49.7,1000.4,450
2011-07-19,18.1,13.1,23.1,0.0,0.0,182.0,9.7,25.9,1005.5,438
2011-07-20,19.3,12.2,24.2,0.0,0.0,30.0,8.6,25.9,1006.8,678
2011-07-21,16.7,13.7,19.2,0.0,0.0,315.0,16.2,37.4,1008.0,138
2011-07-22,14.4,13.0,15.8,4.4,0.0,287.0,24.1,49.7,1004.7,0
2011-07-23,13.9,12.1,16.2,0.6,0.0,250.0,25.6,58.0,1002.0,18
2011-07-24,12.9,11.3,13.8,3.7,0.0,205.0,29.9,61.2,1000.5,0
2011-07-25,15.0,12.9,18.3,0.0,0.0,254.0,10.4,26.6,1008.3,120
2011-07-26,17.4,12.2,22.6,0.0,0.0,101.0,10.4,30.2,1013.5,342
2011-07-27,19.1,12.9,25.1,0.0,0.0,58.0,9.0,24.8,1018.8,792
2011-07-28,17.3,11.4,23.3,0.0,0.0,314.0,12.2,33.8,1018.7,342
2011-07-29,16.3,14.1,18.6,3.1,0.0,294.0,20.9,47.2,1015.8,198
2011-07-30,16.4,14.6,19.7,0.4,0.0,293.0,24.1,46.8,1012.8,90
2011-07-31,16.1,15.1,17.6,5.5,0.0,296.0,18.0,45.0,1014.1,0
2011-08-01,16.8,14.4,20.0,0.0,0.0,311.0,7.6,18.0,1017.9,60
2011-08-02,20.5,12.4,26.0,0.0,0.0,86.0,11.9,35.3,1019.7,726
2011-08-03,21.7,15.9,27.4,0.0,0.0,102.0,15.5,34.6,1016.8,510
2011-08-04,20.2,17.8,23.6,1.0,0.0,131.0,9.7,25.9,1012.9,150
2011-08-05,19.2,13.7,24.0,0.6,0.0,233.0,11.5,38.2,1011.6,318
2011-08-06,19.0,13.7,24.4,13.0,0.0,55.0,9.0,31.7,1006.1,144
2011-08-07,17.8,13.3,21.4,0.0,0.0,227.0,18.4,47.2,1002.6,360
2011-08-08,14.6,13.0,17.2,4.7,0.0,211.0,16.6,46.4,1002.2,114
2011-08-09,14.5,12.4,17.5,5.0,0.0,253.0,25.2,58.3,1009.0,120
2011-08-10,13.6,11.5,17.1,19.8,0.0,255.0,16.2,55.8,1017.6,132
2011-08-11,15.8,13.3,17.7,6.8,0.0,237.0,19.4,51.5,1008.1,0
2011-08-12,16.9,15.5,19.5,16.9,0.0,257.0,11.2,25.9,1007.3,24
2011-08-13,17.4,15.2,22.4,0.0,0.0,278.0,7.2,20.5,1008.9,216
2011-08-14,17.7,15.7,20.7,18.0,0.0,128.0,11.5,46.8,1005.6,0
2011-08-15,15.7,11.3,20.4,2.0,0.0,252.0,11.2,45.4,1013.2,300
2011-08-16,15.0,9.2,18.7,0.1,0.0,216.0,8.3,29.9,1018.4,210
2011-08-17,17.4,12.3,23.0,0.2,0.0,205.0,10.8,32.4,1016.2,294
2011-08-18,15.8,10.3,20.4,8.4,0.0,26.0,6.1,38.5,1016.1,120
2011-08-19,15.9,12.0,18.9,0.4,0.0,249.0,18.4,62.6,1012.5,174
2011-08-20,16.7,10.7,22.5,0.1,0.0,246.0,11.2,37.8,1020.3,798
2011-08-21,20.9,13.6,26.1,0.0,0.0,138.0,11.9,34.6,1015.3,492
2011-08-22,18.6,14.7,22.8,0.0,0.0,288.0,11.5,33.5,1017.9,504
2011-08-23,18.4,14.7,23.4,2.4,0.0,89.0,14.0,42.8,1016.8,228
2011-08-24,21.2,16.7,25.7,0.0,0.0,199.0,9.7,27.4,1013.8,378
2011-08-25,20.3,17.2,24.3,0.0,0.0,230.0,9.7,23.8,1015.0,354
2011-08-26,22.4,18.1,29.7,16.6,0.0,110.0,16.2,62.6,1007.8,348
2011-08-27,16.3,13.2,18.6,1.3,0.0,236.0,15.1,40.7,1009.5,90
2011-08-28,13.9,11.1,18.1,2.2,0.0,221.0,20.9,54.4,1013.7,228
2011-08-29,13.0,11.3,16.0,3.4,0.0,230.0,22.7,49.3,1010.4,114
2011-08-30,13.0,11.0,16.3,0.9,0.0,247.0,18.4,42.5,1012.0,222
2011-08-31,13.2,8.3,16.2,0.6,0.0,243.0,12.2,33.5,1013.1,60
2011-09-01,12.2,7.9,16.7,0.0,0.0,264.0,7.6,23.0,1015.3,48
2011-09-02,14.4,6.7,20.1,0.0,0.0,93.0,6.8,23.0,1014.8,696
2011-09-03,20.1,13.0,27.4,0.0,0.0,135.0,7.6,18.7,1012.5,624
2011-09-04,20.8,16.9,24.6,1.3,0.0,140.0,11.9,28.1,1009.2,144
2011-09-05,16.7,12.7,20.2,0.9,0.0,246.0,12.6,52.6,1011.3,222
2011-09-06,15.4,12.4,20.1,15.3,0.0,210.0,28.4,63.4,1011.9,270
2011-09-07,13.9,11.6,16.6,7.4,0.0,237.0,22.3,59.8,1003.9,84
2011-09-08,13.1,11.9,16.3,3.9,0.0,246.0,16.9,48.2,1004.2,42
2011-09-09,15.1,11.9,18.0,0.3,0.0,232.0,7.9,18.7,1009.9,12
2011-09-10,19.7,16.5,23.8,3.7,0.0,194.0,11.2,29.5,1010.6,288
2011-09-11,19.4,16.4,23.6,0.0,0.0,204.0,13.0,41.0,1008.1,348
2011-09-12,17.6,14.6,20.1,0.0,0.0,219.0,24.8,57.6,1006.4,72
2011-09-13,16.1,12.6,19.2,0.1,0.0,242.0,24.1,53.3,1007.4,168
2011-09-14,13.9,12.1,16.2,2.2,0.0,240.0,25.6,56.9,1011.5,60
2011-09-15,13.2,10.0,16.8,0.2,0.0,261.0,18.0,52.6,1017.2,216
2011-09-16,12.7,8.6,16.6,0.0,0.0,232.0,7.6,35.3,1019.2,396
2011-09-17,14.7,11.4,18.4,2.8,0.0,164.0,15.5,36.4,1009.8,48
2011-09-18,13.3,8.5,16.0,0.0,0.0,177.0,10.1,31.7,1003.6,84
2011-09-19,12.2,6.6,17.4,0.0,0.0,206.0,13.3,39.2,1011.1,348
2011-09-20,14.4,9.0,18.3,0.0,0.0,215.0,17.3,39.2,1020.2,288
2011-09-21,15.8,13.5,18.9,0.0,0.0,214.0,19.1,39.6,1017.6,42
2011-09-22,13.8,9.8,17.1,3.4,0.0,246.0,18.4,50.4,1015.3,300
2011-09-23,11.9,7.8,17.2,0.0,0.0,257.0,10.8,35.3,1017.6,342
2011-09-24,13.5,8.1,19.7,0.0,0.0,167.0,6.1,23.4,1018.0,522
2011-09-25,14.8,9.6,22.2,0.0,0.0,142.0,6.8,27.7,1019.1,600
2011-09-26,17.5,11.5,24.3,0.5,0.0,175.0,10.4,36.4,1022.3,426
2011-09-27,14.4,9.2,18.9,0.0,0.0,310.0,5.4,14.8,1029.9,474
2011-09-28,14.9,7.7,22.8,0.0,0.0,72.0,4.0,16.2,1031.6,630
2011-09-29,16.3,10.1,24.0,0.0,0.0,122.0,6.5,18.7,1029.4,630
2011-09-30,17.2,10.9,26.0,0.0,0.0,129.0,6.1,22.3,1027.8,660
2011-10-01,17.1,10.0,26.1,0.0,0.0,93.0,5.8,20.2,1027.0,660
2011-10-02,16.2,10.2,24.2,0.0,0.0,246.0,4.3,16.2,1024.2,600
2011-10-03,17.5,11.2,22.3,0.0,0.0,219.0,13.0,34.2,1018.4,126
2011-10-04,16.0,13.0,19.5,0.0,0.0,249.0,14.0,38.2,1015.9,18
2011-10-05,15.2,11.8,17.6,1.2,0.0,234.0,18.0,45.0,1014.8,24
2011-10-06,13.5,7.3,17.0,4.2,0.0,232.0,25.6,60.8,1003.7,12
2011-10-07,9.1,6.1,14.7,4.0,0.0,242.0,16.2,43.6,1004.8,198
2011-10-08,8.6,2.4,12.7,3.0,0.0,291.0,16.9,62.3,1009.4,372
2011-10-09,7.3,0.6,11.3,3.7,0.0,235.0,15.1,49.7,1016.6,276
2011-10-10,13.9,10.9,15.7,12.6,0.0,250.0,18.7,52.6,1008.0,0
2011-10-11,12.3,8.8,14.2,2.9,0.0,263.0,15.5,38.2,1009.5,18
2011-10-12,9.7,4.4,13.7,0.0,0.0,270.0,12.6,47.2,1017.0,390
2011-10-13,7.3,1.4,14.7,0.0,0.0,320.0,5.8,22.7,1028.8,540
2011-10-14,5.1,-1.2,11.2,0.0,0.0,32.0,5.8,22.7,1036.0,438
2011-10-15,5.6,-0.3,12.0,0.0,0.0,104.0,10.1,28.4,1033.3,600
2011-10-16,7.3,1.8,13.7,0.0,0.0,136.0,11.9,27.4,1026.8,594
2011-10-17,8.4,1.2,12.6,0.0,0.0,178.0,12.2,31.7,1019.4,312
2011-10-18,9.6,6.7,12.1,3.7,0.0,211.0,23.4,66.6,1005.7,24
2011-10-19,8.6,6.5,12.2,1.7,0.0,235.0,22.3,50.8,1009.4,294
2011-10-20,6.4,4.5,9.4,0.5,0.0,248.0,13.0,36.7,1020.6,258
2011-10-21,6.6,3.4,11.3,0.0,0.0,223.0,11.5,37.1,1026.4,162
2011-10-22,6.3,2.1,11.3,0.0,0.0,151.0,13.3,34.9,1024.8,558
2011-10-23,6.1,1.4,11.7,0.0,0.0,136.0,15.8,33.8,1020.5,564
2011-10-24,7.2,4.1,10.2,0.0,0.0,115.0,23.8,51.8,1017.1,132
2011-10-25,9.1,7.3,11.6,0.2,0.0,102.0,23.0,44.3,1012.5,366
2011-10-26,9.2,4.6,13.7,0.0,0.0,138.0,11.2,32.0,1013.1,54
2011-10-27,8.4,3.1,13.6,0.0,0.0,115.0,12.2,38.5,1019.3,366
2011-10-28,11.3,8.2,13.8,0.2,0.0,200.0,8.3,21.6,1022.6,126
